schema,problem_id,eq1_id,eq2_id,dataset_partition,paper_dataset,provenance_sources,family,profile,profile_role,generation_status,solver_elapsed_seconds,process_tree_peak_rss_bytes,memory_limit_bytes,judge_status,judge_elapsed_seconds,certificate_path,certificate_bytes,certificate_sha256
unrestricted-search-public-result-v1,generality34::order5_known_austin10_E30591_to_E2,30591,2,order5_130,generality34,generality34,cnf,cnf_nf16_reverse_ties_completed_first_sound_v3,supplemental_historical_hit_regression_nf16,generated,1.219,25374720,2097152000,accepted,0.25,results/certificates/cnf_nf16_reverse_ties_completed_first_sound_v3/E30591_to_E2__f7a72d83f00c.lean,21282,f7a72d83f00c572c0f3c2aba4682a1d3215ed2c93154381341a5be1b3f52a3c6
unrestricted-search-public-result-v1,generality34::order5_known_austin10_E41082_to_E2,41082,2,order5_130,generality34,generality34,cnf,cnf_nf16_reverse_ties_completed_first_sound_v3,supplemental_historical_hit_regression_nf16,generated,1.281,25358336,2097152000,accepted,0.234,results/certificates/cnf_nf16_reverse_ties_completed_first_sound_v3/E41082_to_E2__bd86b917f359.lean,11152,bd86b917f359e75f77370e6b3d662c2be93371281fb1fa41a73b1cf9c0299d44
unrestricted-search-public-result-v1,generality34::order5_known_austin10_E4916_to_E2,4916,2,order5_130,generality34,generality34,cnf,cnf_nf16_reverse_ties_completed_first_sound_v3,supplemental_historical_hit_regression_nf16,generated,1.281,22036480,2097152000,accepted,0.281,results/certificates/cnf_nf16_reverse_ties_completed_first_sound_v3/E4916_to_E2__a4106c269953.lean,11138,a4106c269953231f6e49a02d212113f377abe72bff765cf9742c87edf453bac3
unrestricted-search-public-result-v1,generality34::order5_unknown_finite_status24_E17260_to_E2,17260,2,order5_130,generality34,generality34,cnf,cnf_nf16_reverse_ties_completed_first_sound_v3,supplemental_historical_hit_regression_nf16,generated,1.047,22171648,2097152000,accepted,0.25,results/certificates/cnf_nf16_reverse_ties_completed_first_sound_v3/E17260_to_E2__c282fcb31dd5.lean,8915,c282fcb31dd5f3e7fa8edf8e091823f68edc8022b178e5d9366d0cbb1e779cb3
unrestricted-search-public-result-v1,generality34::order5_unknown_finite_status24_E28740_to_E2,28740,2,order5_130,generality34,generality34,cnf,cnf_nf16_reverse_ties_completed_first_sound_v3,supplemental_historical_hit_regression_nf16,generated,1.25,25202688,2097152000,accepted,0.125,results/certificates/cnf_nf16_reverse_ties_completed_first_sound_v3/E28740_to_E2__beb1c4183486.lean,8917,beb1c4183486fb3ed80ae21afd0ed98cb23bdef7a263feb7d0255aa8af4c7041
unrestricted-search-public-result-v1,alps4141::alps_a6d43f83dfc5_to_Equation2,9001325,2,generalization_4057,alps4141,alps4141,completion,completion_generalized_index0_full_v1,supplement_adds_one_problem,generated,60.031,265940992,2097152000,accepted,0.188,results/certificates/completion_generalized_index0_full_v1/E9001325_to_E2__9b6ba1bfdc31.lean,16359,9b6ba1bfdc31eaebdc37dffd8727717fde8af301bbb145ed500fc916fde9b389
unrestricted-search-public-result-v1,alps4141::alps_039c0d5d9dff_to_Equation2,9001603,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,9.312,53981184,2097152000,accepted,224.219,results/certificates/completion_hybrid_soundfix_v5/E9001603_to_E2__650090ba468c.lean,14918,650090ba468c7c9b2fb7100724ad9948562b8ef7acf9b580fb9f6e94c0fe65ee
unrestricted-search-public-result-v1,alps4141::alps_0976b1ba4509_to_Equation2,9003856,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,10.36,71634944,2097152000,accepted,75.407,results/certificates/completion_hybrid_soundfix_v5/E9003856_to_E2__482b701098e8.lean,11032,482b701098e80ec29c6b3ad8f780034eb56fc6cbc8ab0228dcf51268188d7787
unrestricted-search-public-result-v1,alps4141::alps_108517b9da6f_to_Equation2,9000488,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,25.437,123088896,2097152000,accepted,1836.797,results/certificates/completion_hybrid_soundfix_v5/E9000488_to_E2__a1700f2f370b.lean,13026,a1700f2f370b2318177896129051dce4fe9b493abb6dba9db11442d66d133326
unrestricted-search-public-result-v1,alps4141::alps_14a41ae24ffe_to_Equation2,9002231,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,18.719,87949312,2097152000,accepted,1362.281,results/certificates/completion_hybrid_soundfix_v5/E9002231_to_E2__155c0010133b.lean,9619,155c0010133b5074c168edbb9021b0a18732f0afd4bc22bfd123830a3849354a
unrestricted-search-public-result-v1,alps4141::alps_1b023c6904f6_to_Equation2,9002339,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.797,75194368,2097152000,accepted,126.015,results/certificates/completion_hybrid_soundfix_v5/E9002339_to_E2__b695849f6045.lean,12916,b695849f604535a9099b6e155dbc51679687d01cf031ab4ab0d448767942637c
unrestricted-search-public-result-v1,alps4141::alps_1d10adb676b8_to_Equation2,9002340,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,28.547,79446016,2097152000,accepted,174.313,results/certificates/completion_hybrid_soundfix_v5/E9002340_to_E2__e0892982bac6.lean,12916,e0892982bac6b16c252258d6008cdf5676248a30978f0410525f666fa64eb1ba
unrestricted-search-public-result-v1,alps4141::alps_1dcd1ca2be59_to_Equation2,9002331,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,11.078,65716224,2097152000,accepted,857.984,results/certificates/completion_hybrid_soundfix_v5/E9002331_to_E2__b9de5e6ec9ad.lean,11973,b9de5e6ec9ad4debe10cb4ecb80d45bb66b22f21f738983a757008ccf083eada
unrestricted-search-public-result-v1,alps4141::alps_213e2ad80315_to_Equation2,9002887,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,10.328,86478848,2097152000,accepted,89.718,results/certificates/completion_hybrid_soundfix_v5/E9002887_to_E2__ccf0588aa504.lean,7572,ccf0588aa50495ed5a5b89d85acecad72c3090eedd6334a8158cd2e612d33764
unrestricted-search-public-result-v1,alps4141::alps_2577f667adbc_to_Equation2,9002317,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,18.125,100487168,2097152000,accepted,60.234,results/certificates/completion_hybrid_soundfix_v5/E9002317_to_E2__71ee655eb9fa.lean,13515,71ee655eb9faa165170df068b5da8399002bd5ceb974e9cc732b5b0cf57bd7fa
unrestricted-search-public-result-v1,alps4141::alps_2cdb4d50eb89_to_Equation2,9000737,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,16.828,75489280,2097152000,accepted,418.907,results/certificates/completion_hybrid_soundfix_v5/E9000737_to_E2__0e0c024fa399.lean,12326,0e0c024fa39949ac557c6cb3f682b3886e8f559b14f7314689f959db10584178
unrestricted-search-public-result-v1,alps4141::alps_34bf157ed205_to_Equation2,9002899,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,13.844,91328512,2097152000,accepted,133.282,results/certificates/completion_hybrid_soundfix_v5/E9002899_to_E2__21fe4589b6ac.lean,11121,21fe4589b6acec576fa4cba1101577a106902bc9e15078250227c1a8118cdd3a
unrestricted-search-public-result-v1,alps4141::alps_374bc3887f3b_to_Equation2,9002207,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,13.969,103686144,2097152000,accepted,445.219,results/certificates/completion_hybrid_soundfix_v5/E9002207_to_E2__63115056c401.lean,11028,63115056c401ca50c1cc41ea13efc7db65849cf86eddb06eb26bc39f5309aac0
unrestricted-search-public-result-v1,alps4141::alps_3b0e2a2b75d7_to_Equation2,9000536,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.547,123637760,2097152000,lean_timeout_60m_client_cutoff,3600.0,results/certificates/completion_hybrid_soundfix_v5/E9000536_to_E2__02de3eb0362f.lean,12280,02de3eb0362f288489ef0a65f98e45b174492b42b7d3d059b64d8feab063fff6
unrestricted-search-public-result-v1,alps4141::alps_3f999f354854_to_Equation2,9003859,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,13.578,94015488,2097152000,accepted,77.578,results/certificates/completion_hybrid_soundfix_v5/E9003859_to_E2__fdd708f03f8c.lean,11032,fdd708f03f8cf8a8570356597ecaf77bbef81851637dede862b6952355ed17c3
unrestricted-search-public-result-v1,alps4141::alps_478a8476cf83_to_Equation2,9002316,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,19.86,82325504,2097152000,accepted,47.594,results/certificates/completion_hybrid_soundfix_v5/E9002316_to_E2__2f8dd13e89cb.lean,13515,2f8dd13e89cb447ddc208b6de6c02405949cdd72f67eeb4beb2178c04ae64ccb
unrestricted-search-public-result-v1,alps4141::alps_5128f8de2878_to_Equation2,9002330,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,23.484,166379520,2097152000,accepted,67.969,results/certificates/completion_hybrid_soundfix_v5/E9002330_to_E2__5fa88b556b63.lean,15282,5fa88b556b63e34c7b5af21007b4d666b33b9626b10a0cdf8552c564876a8bf1
unrestricted-search-public-result-v1,alps4141::alps_524dbc8480be_to_Equation2,9002335,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,12.531,98234368,2097152000,accepted,38.172,results/certificates/completion_hybrid_soundfix_v5/E9002335_to_E2__8a17a8cbdbf9.lean,8426,8a17a8cbdbf90b7e9ebf8b4e48d38f1e23161164b830e7fa4a9665ce0c728d88
unrestricted-search-public-result-v1,alps4141::alps_543673d787b6_to_Equation2,9001328,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,13.156,60350464,2097152000,accepted,113.25,results/certificates/completion_hybrid_soundfix_v5/E9001328_to_E2__afcaeff3ee6f.lean,8851,afcaeff3ee6f8e65bf15bcf5f7a360391f1945d789f740e866f9f2087d226b8b
unrestricted-search-public-result-v1,alps4141::alps_57952d93f03f_to_Equation2,9001327,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.032,152428544,2097152000,accepted,251.266,results/certificates/completion_hybrid_soundfix_v5/E9001327_to_E2__be7c47e77190.lean,15349,be7c47e77190f096fcd33f570a5bdf779002dad8ed214101a1be34d04e1b04a0
unrestricted-search-public-result-v1,alps4141::alps_62659cee6708_to_Equation2,9001281,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,11.625,105521152,2097152000,accepted,145.657,results/certificates/completion_hybrid_soundfix_v5/E9001281_to_E2__c5cba2b160ea.lean,10927,c5cba2b160ea60618b9616212b7ca8bbf5a15490a8456315f2f2781f28d99538
unrestricted-search-public-result-v1,alps4141::alps_68f81fa2eede_to_Equation2,9002324,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,23.953,120782848,2097152000,accepted,500.094,results/certificates/completion_hybrid_soundfix_v5/E9002324_to_E2__3556ff002c61.lean,15312,3556ff002c61c9ea52e2c18afbc70ab069044d97796554430399bb0aab93388c
unrestricted-search-public-result-v1,alps4141::alps_7270682dc669_to_Equation2,9003800,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,43.0,2028769280,2097152000,accepted,145.109,results/certificates/completion_hybrid_soundfix_v5/E9003800_to_E2__f42ebb722237.lean,10825,f42ebb722237a39ba8a9e65b4d8559cbf8c7526683454c92831fbf7749e1166e
unrestricted-search-public-result-v1,alps4141::alps_7473724d6a03_to_Equation2,9002322,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,28.375,118968320,2097152000,accepted,0.25,results/certificates/completion_hybrid_soundfix_v5/E9002322_to_E2__a8e72055110c.lean,15312,a8e72055110ca3326ed726965ea727df462fdbb1158c64d7cda0ac704373068c
unrestricted-search-public-result-v1,alps4141::alps_76c5513c1d76_to_Equation2,9002235,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,11.188,81752064,2097152000,accepted,18.828,results/certificates/completion_hybrid_soundfix_v5/E9002235_to_E2__f3db473d743e.lean,10730,f3db473d743ead53bccfaac5d4ead7f1efe9229955c9a4073e781deb997b10cd
unrestricted-search-public-result-v1,alps4141::alps_7c03221e0d9b_to_Equation2,9002338,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,11.422,56557568,2097152000,accepted,63.234,results/certificates/completion_hybrid_soundfix_v5/E9002338_to_E2__09183ab29be1.lean,11747,09183ab29be1d42e75e752930b8f7d91fde88852163eab9d27be2ff979e06559
unrestricted-search-public-result-v1,alps4141::alps_81b952cc455f_to_Equation2,9000535,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.016,119500800,2097152000,lean_timeout_60m_client_cutoff,3600.0,results/certificates/completion_hybrid_soundfix_v5/E9000535_to_E2__277ea5acd5ee.lean,12132,277ea5acd5ee3d28c088a7ce7a31c91458e85ab0e77cdb6eaf7c288a3284e7f0
unrestricted-search-public-result-v1,alps4141::alps_839287f8e2b1_to_Equation2,9000533,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,16.953,80281600,2097152000,accepted,10.454,results/certificates/completion_hybrid_soundfix_v5/E9000533_to_E2__e46af5441ecd.lean,13553,e46af5441ecded5ab12121875afdbeb7dd1f40b4132f2aae4ec37469653c080e
unrestricted-search-public-result-v1,alps4141::alps_84e6d0578f9d_to_Equation2,9002332,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,16.343,67158016,2097152000,accepted,163.328,results/certificates/completion_hybrid_soundfix_v5/E9002332_to_E2__9e0446487205.lean,15181,9e0446487205e22f198c0d14d2dff27b3f32fcdcb465b8ae25350fd71f74635f
unrestricted-search-public-result-v1,alps4141::alps_87dd12eefbff_to_Equation2,9001259,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,9.984,105140224,2097152000,accepted,194.969,results/certificates/completion_hybrid_soundfix_v5/E9001259_to_E2__9f0689e95366.lean,13832,9f0689e95366b0e57c6bc87ca8bf11517078d14e1589af0523ea2825a65d0aca
unrestricted-search-public-result-v1,alps4141::alps_8abc8264fe4a_to_Equation2,9002315,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,20.0,94359552,2097152000,accepted,63.734,results/certificates/completion_hybrid_soundfix_v5/E9002315_to_E2__333092b48288.lean,13515,333092b48288f9780916f0e0833571f7ac66a3d2890267bb039688c42034420f
unrestricted-search-public-result-v1,alps4141::alps_8bee91f2a326_to_Equation2,9001282,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,12.625,78925824,2097152000,accepted,12.516,results/certificates/completion_hybrid_soundfix_v5/E9001282_to_E2__6fcbe84b3db8.lean,10889,6fcbe84b3db8a4039cc9f71bdd1b157e45c01beddbf270059f0e60098e3fb5d8
unrestricted-search-public-result-v1,alps4141::alps_934cd564c3e1_to_Equation2,9002357,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,14.0,77725696,2097152000,accepted,62.781,results/certificates/completion_hybrid_soundfix_v5/E9002357_to_E2__f2e2328e0c83.lean,10726,f2e2328e0c8387c9aa1af1bee3a77ef79718c7916feb28f7e2a21f4dcf86d699
unrestricted-search-public-result-v1,alps4141::alps_9fbae2dd001a_to_Equation2,9002336,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.047,828227584,2097152000,accepted,53.14,results/certificates/completion_hybrid_soundfix_v5/E9002336_to_E2__b57b1236455e.lean,12848,b57b1236455efda356f5c67d5aba7b0505be5722587bea93ed42d2693e381f53
unrestricted-search-public-result-v1,alps4141::alps_a19de39bd587_to_Equation2,9002212,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,12.859,73887744,2097152000,accepted,96.766,results/certificates/completion_hybrid_soundfix_v5/E9002212_to_E2__64e63d696a36.lean,13857,64e63d696a3643b18b397ad473d7c81052530fa6976f227d7495aa78cb044cde
unrestricted-search-public-result-v1,alps4141::alps_a6d43f83dfc5_to_Equation2,9001325,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,no_candidate,32.578,128643072,2097152000,not_submitted_no_certificate,,,,
unrestricted-search-public-result-v1,alps4141::alps_a71ca07d858f_to_Equation2,9000738,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,11.313,72032256,2097152000,accepted,121.5,results/certificates/completion_hybrid_soundfix_v5/E9000738_to_E2__4838821849cd.lean,12326,4838821849cdbf4231516359e03018f44f91924a66e6690ce69f392c6bd0f375
unrestricted-search-public-result-v1,alps4141::alps_a88b5a7a7c32_to_Equation2,9002004,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,17.312,68440064,2097152000,accepted,507.656,results/certificates/completion_hybrid_soundfix_v5/E9002004_to_E2__426a689f6be6.lean,9663,426a689f6be6e5796792679791a9a9b23a4c159e90ac891367e8a49e1b5d9653
unrestricted-search-public-result-v1,alps4141::alps_b0f9e66a3544_to_Equation2,9002321,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,20.187,115523584,2097152000,accepted,865.125,results/certificates/completion_hybrid_soundfix_v5/E9002321_to_E2__c3a1cff65ffa.lean,15312,c3a1cff65ffae4104456d3e4f63825b7e8a2d9c36797711303502da3c42c7a51
unrestricted-search-public-result-v1,alps4141::alps_b6794ded0538_to_Equation2,9002342,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,7.5,52977664,2097152000,accepted,37.297,results/certificates/completion_hybrid_soundfix_v5/E9002342_to_E2__be60880de774.lean,8426,be60880de7748430754b2d6d1ed725cf42101a8ee76f5bc1c71c87dfa69054ab
unrestricted-search-public-result-v1,alps4141::alps_d19d3ebd99b5_to_Equation2,9000534,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,23.703,141602816,2097152000,lean_timeout_60m_client_cutoff,3600.0,results/certificates/completion_hybrid_soundfix_v5/E9000534_to_E2__8c7026158533.lean,12277,8c702615853319c7194e93e2e23d04fad83a4284230b4f7b415fdc0fb7d62e48
unrestricted-search-public-result-v1,alps4141::alps_d1aa74d5ee94_to_Equation2,9002337,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,10.094,84389888,2097152000,accepted,73.109,results/certificates/completion_hybrid_soundfix_v5/E9002337_to_E2__31927f479ec4.lean,11747,31927f479ec4207b88a892998beef1d054a0d051543719a1a43a41050d698d50
unrestricted-search-public-result-v1,alps4141::alps_d4f2d3829635_to_Equation2,9002066,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,12.969,58732544,2097152000,accepted,5.594,results/certificates/completion_hybrid_soundfix_v5/E9002066_to_E2__f14aa843953e.lean,8847,f14aa843953eff723927b529a31f93afd841280eaa83da0c4a62a7f3300e7f71
unrestricted-search-public-result-v1,alps4141::alps_dac96598ce3a_to_Equation2,9002323,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,21.016,114561024,2097152000,accepted,795.625,results/certificates/completion_hybrid_soundfix_v5/E9002323_to_E2__c4ea3a71feac.lean,15312,c4ea3a71feacaedf52bd2924da9d48b8eff937c83620ebd39f5374e606af454f
unrestricted-search-public-result-v1,alps4141::alps_db4237f2e0a6_to_Equation2,9000538,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,20.922,125296640,2097152000,accepted,888.657,results/certificates/completion_hybrid_soundfix_v5/E9000538_to_E2__87812de58af1.lean,11480,87812de58af14d9e044e876c7c9252f0d9296aef2a0d5f5af5946aaeb8618e2d
unrestricted-search-public-result-v1,alps4141::alps_e19b5a4702f6_to_Equation2,9002206,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,13.938,119787520,2097152000,accepted,460.547,results/certificates/completion_hybrid_soundfix_v5/E9002206_to_E2__a17ac85c623f.lean,11032,a17ac85c623fd215ca5131e6baabe6fbdacee5110c7dcf8ab8d4f0de96d19e99
unrestricted-search-public-result-v1,alps4141::alps_e60162df1941_to_Equation2,9002327,2,generalization_4057,alps4141,alps4141,completion,completion_hybrid_soundfix_v5,best_main_profile_historical_hit_regression,generated,19.672,103804928,2097152000,accepted,363.328,results/certificates/completion_hybrid_soundfix_v5/E9002327_to_E2__93c118bdfe71.lean,11345,93c118bdfe71f89f2567d6acdadd2caeaa0b966f974f8765d1a12aceecb9a6e5
