equivalence_group_id,representative_record_id,member_count,provenance_sources,member_record_ids,vampire_statuses,eprover_statuses,twee_complete_statuses,theorem_any,counter_satisfiable_any,scientific_conflict
exact_49e06d7a768cc70e,alps4141::alps_660593a90048_to_Equation2,1,alps4141,alps4141::alps_660593a90048_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_3533553ff6dd0a4c,alps4141::alps_b41a67cfd674_to_Equation2,1,alps4141,alps4141::alps_b41a67cfd674_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_2a21abf1f0a16ea4,alps4141::alps_b1795c2025d8_to_Equation2,1,alps4141,alps4141::alps_b1795c2025d8_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_f3334abfa97523f2,alps4141::alps_a3e836e1bf54_to_Equation2,1,alps4141,alps4141::alps_a3e836e1bf54_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_86597c04cdc50413,alps4141::alps_67611012fc1d_to_Equation2,1,alps4141,alps4141::alps_67611012fc1d_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_09063e2a37f7c21e,alps4141::alps_f574353c561c_to_Equation2,1,alps4141,alps4141::alps_f574353c561c_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_e9680f5c74aa830f,alps4141::alps_4632d28bafaf_to_Equation2,1,alps4141,alps4141::alps_4632d28bafaf_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_d687ce95183bd9db,alps4141::alps_c510fa9cdc38_to_Equation2,1,alps4141,alps4141::alps_c510fa9cdc38_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_06ac9732ae2d9184,alps4141::alps_254c64c3c681_to_Equation2,1,alps4141,alps4141::alps_254c64c3c681_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_285c3d9948f8fb55,alps4141::alps_bb16b65549e2_to_Equation2,1,alps4141,alps4141::alps_bb16b65549e2_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_d7ffd2310af593e5,alps4141::alps_10481add1380_to_Equation2,1,alps4141,alps4141::alps_10481add1380_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_2707fc9474cf11b2,alps4141::alps_b2a602d62a1f_to_Equation2,1,alps4141,alps4141::alps_b2a602d62a1f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_0d700085dd9038d5,alps4141::alps_0a7eacedd1ea_to_Equation2,1,alps4141,alps4141::alps_0a7eacedd1ea_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_5bfeb54de5f350d8,alps4141::alps_c756ca440965_to_Equation2,1,alps4141,alps4141::alps_c756ca440965_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_61fc10cdb3acea03,alps4141::alps_76f0b085e1ff_to_Equation2,1,alps4141,alps4141::alps_76f0b085e1ff_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_50627a6f42637e29,alps4141::alps_7fb197820daf_to_Equation2,1,alps4141,alps4141::alps_7fb197820daf_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_4cfa09aa8efa2cef,alps4141::alps_c54c386a4b3f_to_Equation2,1,alps4141,alps4141::alps_c54c386a4b3f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_6d18d9431408cf3d,alps4141::alps_c119e53c2b53_to_Equation2,1,alps4141,alps4141::alps_c119e53c2b53_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_3c3421d24befdd42,alps4141::alps_92a9a60a60b1_to_Equation2,1,alps4141,alps4141::alps_92a9a60a60b1_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_9fe1f67a53f0b5a3,alps4141::alps_ca43ec3e3901_to_Equation2,1,alps4141,alps4141::alps_ca43ec3e3901_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_fdf633134e647139,alps4141::alps_5218b6ce7271_to_Equation2,1,alps4141,alps4141::alps_5218b6ce7271_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_b277c234a9d02746,alps4141::alps_cad33515843d_to_Equation2,1,alps4141,alps4141::alps_cad33515843d_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_95e760a5a0949a87,alps4141::alps_3daa6573271b_to_Equation2,1,alps4141,alps4141::alps_3daa6573271b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_14226479b3b42af6,alps4141::alps_db51324e4ceb_to_Equation2,1,alps4141,alps4141::alps_db51324e4ceb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_83dfddebf7257e6a,alps4141::alps_537630bb12a6_to_Equation2,1,alps4141,alps4141::alps_537630bb12a6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_1c8a91e043e8c60d,alps4141::alps_99833035450d_to_Equation2,1,alps4141,alps4141::alps_99833035450d_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_cce50526ac6a6f1a,alps4141::alps_aeb03c8e341f_to_Equation2,1,alps4141,alps4141::alps_aeb03c8e341f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_f5abdfed24660c43,alps4141::alps_6f23d73b49ba_to_Equation2,1,alps4141,alps4141::alps_6f23d73b49ba_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_a1a6c9c43e53058f,alps4141::alps_4e37eb8eb318_to_Equation2,1,alps4141,alps4141::alps_4e37eb8eb318_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_8ebfb872966026e3,alps4141::alps_c5d1cef58655_to_Equation2,1,alps4141,alps4141::alps_c5d1cef58655_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_1b536288c68405e6,alps4141::alps_81398e1ae14b_to_Equation2,1,alps4141,alps4141::alps_81398e1ae14b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_056cc41c1d80c264,alps4141::alps_7bea4cbf46a6_to_Equation2,1,alps4141,alps4141::alps_7bea4cbf46a6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_3bf5985ab529a187,alps4141::alps_a8ed9119de90_to_Equation2,1,alps4141,alps4141::alps_a8ed9119de90_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_6b86c538fb565ebb,alps4141::alps_ce967abdc297_to_Equation2,1,alps4141,alps4141::alps_ce967abdc297_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_9063bb925193a4e9,alps4141::alps_b88217bcc8f6_to_Equation2,1,alps4141,alps4141::alps_b88217bcc8f6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_3b1a8d13e97a7394,alps4141::alps_c543db9fc11c_to_Equation2,1,alps4141,alps4141::alps_c543db9fc11c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_aebdb66445b2dc02,alps4141::alps_ec80078a1146_to_Equation2,1,alps4141,alps4141::alps_ec80078a1146_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_864300da9333c799,alps4141::alps_e71c6d5128c3_to_Equation2,1,alps4141,alps4141::alps_e71c6d5128c3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_681b0bf418480756,alps4141::alps_87b8169305d1_to_Equation2,1,alps4141,alps4141::alps_87b8169305d1_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_c79ee99f785fdba7,alps4141::alps_69dc9b302e96_to_Equation2,1,alps4141,alps4141::alps_69dc9b302e96_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
exact_7b21c84baca0aac2,alps4141::alps_d6280b42cf1e_to_Equation2,1,alps4141,alps4141::alps_d6280b42cf1e_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_d8cc7794db319143,alps4141::alps_75695f7581cc_to_Equation2,1,alps4141,alps4141::alps_75695f7581cc_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_067c70e3815c91d1,alps4141::alps_b987262e647c_to_Equation2,1,alps4141,alps4141::alps_b987262e647c_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_dddc78d05765546d,alps4141::alps_ca1102910b52_to_Equation2,1,alps4141,alps4141::alps_ca1102910b52_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_4f953c12a5fd0d73,alps4141::alps_b5c6a8db3168_to_Equation2,1,alps4141,alps4141::alps_b5c6a8db3168_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_7e6b556f6a947be5,alps4141::alps_0abf49aab9aa_to_Equation2,1,alps4141,alps4141::alps_0abf49aab9aa_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_bf263369deeeeccf,alps4141::alps_49ddfc741e8c_to_Equation2,1,alps4141,alps4141::alps_49ddfc741e8c_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_d015ac404ea15082,alps4141::alps_acf9c4439d0e_to_Equation2,1,alps4141,alps4141::alps_acf9c4439d0e_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_8e32c0cce6eec1c4,alps4141::alps_81da55700389_to_Equation2,1,alps4141,alps4141::alps_81da55700389_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_b8d69dd7d6a873c3,alps4141::alps_a6952a0bde9c_to_Equation2,1,alps4141,alps4141::alps_a6952a0bde9c_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_c7e482d3ec14e783,alps4141::alps_b7ceaa792724_to_Equation2,1,alps4141,alps4141::alps_b7ceaa792724_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_bd659a3d04df399b,alps4141::alps_b5726b02a4a5_to_Equation2,1,alps4141,alps4141::alps_b5726b02a4a5_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_0992279e623f8e41,alps4141::alps_f8b82faf10e4_to_Equation2,1,alps4141,alps4141::alps_f8b82faf10e4_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
exact_8a392d4ca4c65407,alps4141::alps_0ca4caa5838e_to_Equation2,1,alps4141,alps4141::alps_0ca4caa5838e_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_36d360f8aab07fa4,alps4141::alps_562f06e1846f_to_Equation2,1,alps4141,alps4141::alps_562f06e1846f_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_ded383f37e52ac93,alps4141::alps_5ff294c954eb_to_Equation2,1,alps4141,alps4141::alps_5ff294c954eb_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
exact_3eb33ce64f08971a,alps4141::alps_8e7696049342_to_Equation2,1,alps4141,alps4141::alps_8e7696049342_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
exact_001d739a2f0c2368,alps4141::alps_a18a85ad3dd7_to_Equation2,1,alps4141,alps4141::alps_a18a85ad3dd7_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_e7834824e4d2558a,alps4141::alps_c5ca90743645_to_Equation2,1,alps4141,alps4141::alps_c5ca90743645_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_abb0d2a6cef76b3e,alps4141::alps_8aa73774f5dd_to_Equation2,1,alps4141,alps4141::alps_8aa73774f5dd_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_ab94587013f9f49e,alps4141::alps_a7da396a386a_to_Equation2,1,alps4141,alps4141::alps_a7da396a386a_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_59fee708141aab41,alps4141::alps_e6c87ade1bb1_to_Equation2,1,alps4141,alps4141::alps_e6c87ade1bb1_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_9cf12b884903cb67,alps4141::alps_28d7faa06118_to_Equation2,1,alps4141,alps4141::alps_28d7faa06118_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_922793f1731705c6,alps4141::alps_2549de292dd5_to_Equation2,1,alps4141,alps4141::alps_2549de292dd5_to_Equation2,completed_no_decisive_result,resource_exhausted,memory_limit,False,False,False
exact_44dd4a2be2ba623c,alps4141::alps_e88b554bab2d_to_Equation2,1,alps4141,alps4141::alps_e88b554bab2d_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_6c79650686a3544d,alps4141::alps_4c50884032f8_to_Equation2,1,alps4141,alps4141::alps_4c50884032f8_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_a6d4d79f807338ef,alps4141::alps_b03cbd5c16c0_to_Equation2,1,alps4141,alps4141::alps_b03cbd5c16c0_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_eb4407af08b4367c,alps4141::alps_4863b77bc3c3_to_Equation2,1,alps4141,alps4141::alps_4863b77bc3c3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_359922bbe4f83bf8,alps4141::alps_6491206feab3_to_Equation2,1,alps4141,alps4141::alps_6491206feab3_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_920a087d2600e522,alps4141::alps_154ad6814fa9_to_Equation2,1,alps4141,alps4141::alps_154ad6814fa9_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_aaf516eb30790610,alps4141::alps_fe887d19f258_to_Equation2,1,alps4141,alps4141::alps_fe887d19f258_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_57211e07a5ae7324,alps4141::alps_cf1a4470bcaa_to_Equation2,1,alps4141,alps4141::alps_cf1a4470bcaa_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_8443c8b46d366d3b,alps4141::alps_a52381a65377_to_Equation2,1,alps4141,alps4141::alps_a52381a65377_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_9b7d35c48c4acb2a,alps4141::alps_191cabf7c5c2_to_Equation2,1,alps4141,alps4141::alps_191cabf7c5c2_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_a6782d40f9addfcf,alps4141::alps_5df2db350edb_to_Equation2,1,alps4141,alps4141::alps_5df2db350edb_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_12f2de993b37b76a,alps4141::alps_6a66ebf2a89a_to_Equation2,1,alps4141,alps4141::alps_6a66ebf2a89a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_6d91b88ee8e2d771,alps4141::alps_069708d5496b_to_Equation2,1,alps4141,alps4141::alps_069708d5496b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_50f9cfbc74955919,alps4141::alps_c26de2c2cf3c_to_Equation2,1,alps4141,alps4141::alps_c26de2c2cf3c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_509fbfcc53827959,alps4141::alps_6dc9a2250ad5_to_Equation2,1,alps4141,alps4141::alps_6dc9a2250ad5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_eab0f2e38f07d362,alps4141::alps_e8c2bd7a43b5_to_Equation2,1,alps4141,alps4141::alps_e8c2bd7a43b5_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_b395bc0028ab105a,alps4141::alps_80fe96a730d7_to_Equation2,1,alps4141,alps4141::alps_80fe96a730d7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_dc3e55b32353037e,alps4141::alps_cff361b1fcb5_to_Equation2,1,alps4141,alps4141::alps_cff361b1fcb5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_ccece5d50969dc60,alps4141::alps_2b2629505916_to_Equation2,1,alps4141,alps4141::alps_2b2629505916_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_3371cf8666d01218,alps4141::alps_0c296f924429_to_Equation2,1,alps4141,alps4141::alps_0c296f924429_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_a8c07ab02ae3a7f8,alps4141::alps_b4432be7118f_to_Equation2,1,alps4141,alps4141::alps_b4432be7118f_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_b2d20c9a2df5cc68,alps4141::alps_13198f31bffe_to_Equation2,1,alps4141,alps4141::alps_13198f31bffe_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_c5fd41f4650799b2,alps4141::alps_d5df25a6ca54_to_Equation2,1,alps4141,alps4141::alps_d5df25a6ca54_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_edf435cba4d11976,alps4141::alps_534f85156b8b_to_Equation2,1,alps4141,alps4141::alps_534f85156b8b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_f6f99727c3b95168,alps4141::alps_d42a90405f15_to_Equation2,1,alps4141,alps4141::alps_d42a90405f15_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_c04de6814f196552,alps4141::alps_1941fed09982_to_Equation2,1,alps4141,alps4141::alps_1941fed09982_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_53ccd3dcf0264e74,alps4141::alps_5431295fbacc_to_Equation2,1,alps4141,alps4141::alps_5431295fbacc_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_03f29cfde6ee3072,alps4141::alps_3f8cb0afade6_to_Equation2,1,alps4141,alps4141::alps_3f8cb0afade6_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_ddae475168c266fe,alps4141::alps_94e2a5c30f2f_to_Equation2,1,alps4141,alps4141::alps_94e2a5c30f2f_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_56f931c353677db1,alps4141::alps_a31f1d4a07d9_to_Equation2,1,alps4141,alps4141::alps_a31f1d4a07d9_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_425118fedc15634f,alps4141::alps_87024a107cbf_to_Equation2,1,alps4141,alps4141::alps_87024a107cbf_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
exact_50902a8ca7e8ca3b,alps4141::alps_10c35e440bdb_to_Equation2,1,alps4141,alps4141::alps_10c35e440bdb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_84b94d5a8e54fdde,alps4141::alps_e4fdf2ae9e1e_to_Equation2,1,alps4141,alps4141::alps_e4fdf2ae9e1e_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_9c42cf73eaf7109b,alps4141::alps_6f7aff7b5564_to_Equation2,1,alps4141,alps4141::alps_6f7aff7b5564_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_971deb515b543f30,alps4141::alps_d22b3f8047de_to_Equation2,1,alps4141,alps4141::alps_d22b3f8047de_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
exact_61697c9ed871841a,alps4141::alps_0b3cb0cfb186_to_Equation2,1,alps4141,alps4141::alps_0b3cb0cfb186_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_c0ffb766d4d2344f,alps4141::alps_5be636291d0e_to_Equation2,1,alps4141,alps4141::alps_5be636291d0e_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_70a8d994c38b2931,alps4141::alps_cca70f5c3ee5_to_Equation2,1,alps4141,alps4141::alps_cca70f5c3ee5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_61001a5ce9648100,alps4141::alps_a1f40ef76e4c_to_Equation2,1,alps4141,alps4141::alps_a1f40ef76e4c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_cfbc18c25f70ede3,alps4141::alps_422385b3b3d5_to_Equation2,1,alps4141,alps4141::alps_422385b3b3d5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_9fce2932dff8db06,alps4141::alps_39eee2e56fe5_to_Equation2,1,alps4141,alps4141::alps_39eee2e56fe5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_158b7eddc46b885d,alps4141::alps_2391bcf862c7_to_Equation2,1,alps4141,alps4141::alps_2391bcf862c7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_e698ca6062ecacc8,alps4141::alps_bf20b2d10382_to_Equation2,1,alps4141,alps4141::alps_bf20b2d10382_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_7d740458d8b69cad,alps4141::alps_5965f33483b6_to_Equation2,1,alps4141,alps4141::alps_5965f33483b6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_a5ebf08ce20bf8c0,alps4141::alps_3526a8b869d3_to_Equation2,1,alps4141,alps4141::alps_3526a8b869d3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
exact_e1293e822b337b0d,alps4141::alps_8534fe25a82a_to_Equation2,1,alps4141,alps4141::alps_8534fe25a82a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
