equivalence_group_id,representative_record_id,member_count,provenance_sources,member_record_ids,vampire_statuses,eprover_statuses,twee_complete_statuses,theorem_any,counter_satisfiable_any,scientific_conflict
alpha_bd8a0edf759d1b65,alps4141::alps_8be84e7f22a3_to_Equation2,1,alps4141,alps4141::alps_8be84e7f22a3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_48c35f68b63f67be,alps4141::alps_6f23d73b49ba_to_Equation2,1,alps4141,alps4141::alps_6f23d73b49ba_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_9ec1c344247e6010,alps4141::alps_aeb03c8e341f_to_Equation2,1,alps4141,alps4141::alps_aeb03c8e341f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1ab4aa5d51dafb8c,alps4141::alps_99833035450d_to_Equation2,1,alps4141,alps4141::alps_99833035450d_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c2c6dc688b2e6e8d,alps4141::alps_c5d1cef58655_to_Equation2,1,alps4141,alps4141::alps_c5d1cef58655_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1bbd1817628d2913,alps4141::alps_81398e1ae14b_to_Equation2,1,alps4141,alps4141::alps_81398e1ae14b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_6ea84c4cf0d3a01f,alps4141::alps_4e37eb8eb318_to_Equation2,1,alps4141,alps4141::alps_4e37eb8eb318_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7a0a8b2ecfa93a3e,alps4141::alps_0c55f3035f5a_to_Equation2,1,alps4141,alps4141::alps_0c55f3035f5a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_1d3372fe09a65334,alps4141::alps_537630bb12a6_to_Equation2,1,alps4141,alps4141::alps_537630bb12a6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_18d7d9abaab67395,alps4141::alps_db51324e4ceb_to_Equation2,1,alps4141,alps4141::alps_db51324e4ceb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e470965479f5fd75,alps4141::alps_3daa6573271b_to_Equation2,1,alps4141,alps4141::alps_3daa6573271b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_5c920027f9039cf4,alps4141::alps_6472ae4d22cb_to_Equation2,1,alps4141,alps4141::alps_6472ae4d22cb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_d1855c6644b339e9,alps4141::alps_065d15f1e5bd_to_Equation2,1,alps4141,alps4141::alps_065d15f1e5bd_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0f93d05f1a90a260,alps4141::alps_ec80078a1146_to_Equation2,1,alps4141,alps4141::alps_ec80078a1146_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_daeb09a50c9b81c5,alps4141::alps_e71c6d5128c3_to_Equation2,1,alps4141,alps4141::alps_e71c6d5128c3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b0f1c403921c915b,alps4141::alps_b88217bcc8f6_to_Equation2,1,alps4141,alps4141::alps_b88217bcc8f6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_24c3e502362bdf15,alps4141::alps_ce967abdc297_to_Equation2,1,alps4141,alps4141::alps_ce967abdc297_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b0babaa121f96870,alps4141::alps_a8ed9119de90_to_Equation2,1,alps4141,alps4141::alps_a8ed9119de90_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ec395c1761a3a818,alps4141::alps_7bea4cbf46a6_to_Equation2,1,alps4141,alps4141::alps_7bea4cbf46a6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_562cfcb325dcc7f0,alps4141::alps_c543db9fc11c_to_Equation2,1,alps4141,alps4141::alps_c543db9fc11c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_9aac3c4de5105f2f,alps4141::alps_9dd6e03c0d16_to_Equation2,1,alps4141,alps4141::alps_9dd6e03c0d16_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_afd717b922f873fc,alps4141::alps_b2a602d62a1f_to_Equation2,1,alps4141,alps4141::alps_b2a602d62a1f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8a78c1992f545e25,alps4141::alps_6491206feab3_to_Equation2,1,alps4141,alps4141::alps_6491206feab3_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_410a07c423bfed54,alps4141::alps_c54c386a4b3f_to_Equation2,1,alps4141,alps4141::alps_c54c386a4b3f_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_05148d1f9fb4ce47,alps4141::alps_76f0b085e1ff_to_Equation2,1,alps4141,alps4141::alps_76f0b085e1ff_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7a112df12a3ed5da,alps4141::alps_7fb197820daf_to_Equation2,1,alps4141,alps4141::alps_7fb197820daf_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_cbce40330d8ae090,alps4141::alps_c756ca440965_to_Equation2,1,alps4141,alps4141::alps_c756ca440965_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_2de8f020bc07f7c2,alps4141::alps_0a7eacedd1ea_to_Equation2,1,alps4141,alps4141::alps_0a7eacedd1ea_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_935a65b505b8931c,alps4141::alps_c119e53c2b53_to_Equation2,1,alps4141,alps4141::alps_c119e53c2b53_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7224e1bf2e3cccab,alps4141::alps_154ad6814fa9_to_Equation2,1,alps4141,alps4141::alps_154ad6814fa9_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_25b25ca3b40ada10,alps4141::alps_5df2db350edb_to_Equation2,1,alps4141,alps4141::alps_5df2db350edb_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_87dd10f518e610f0,alps4141::alps_191cabf7c5c2_to_Equation2,1,alps4141,alps4141::alps_191cabf7c5c2_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_8da8681ec050e5a0,alps4141::alps_a52381a65377_to_Equation2,1,alps4141,alps4141::alps_a52381a65377_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b5c5944529f335d1,alps4141::alps_cca70f5c3ee5_to_Equation2,1,alps4141,alps4141::alps_cca70f5c3ee5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8fda25b41efe618e,alps4141::alps_0b3cb0cfb186_to_Equation2,1,alps4141,alps4141::alps_0b3cb0cfb186_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_067247093533f950,alps4141::alps_422385b3b3d5_to_Equation2,1,alps4141,alps4141::alps_422385b3b3d5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_319e38731963ffd9,alps4141::alps_a1f40ef76e4c_to_Equation2,1,alps4141,alps4141::alps_a1f40ef76e4c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8f33574bb52df32d,alps4141::alps_39eee2e56fe5_to_Equation2,1,alps4141,alps4141::alps_39eee2e56fe5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7791dcbf5090d72e,alps4141::alps_5be636291d0e_to_Equation2,1,alps4141,alps4141::alps_5be636291d0e_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0fe647edcae11f19,alps4141::alps_bf20b2d10382_to_Equation2,1,alps4141,alps4141::alps_bf20b2d10382_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_27e8527344e48f0f,alps4141::alps_2391bcf862c7_to_Equation2,1,alps4141,alps4141::alps_2391bcf862c7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_26a0279c6b27c65d,alps4141::alps_f35ccf259b1b_to_Equation2,1,alps4141,alps4141::alps_f35ccf259b1b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_965ea9266290c8a2,alps4141::alps_c9a07e8843ab_to_Equation2,1,alps4141,alps4141::alps_c9a07e8843ab_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0ec214d9a2a0fad4,alps4141::alps_5965f33483b6_to_Equation2,1,alps4141,alps4141::alps_5965f33483b6_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_0f41284ffe1469c8,alps4141::alps_3526a8b869d3_to_Equation2,1,alps4141,alps4141::alps_3526a8b869d3_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_972ce74f906aaca7,alps4141::alps_e0c5835b0a42_to_Equation2,1,alps4141,alps4141::alps_e0c5835b0a42_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_7fa6ea0ca0a6eb07,alps4141::alps_8534fe25a82a_to_Equation2,1,alps4141,alps4141::alps_8534fe25a82a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_e32be34c6a19b15f,alps4141::alps_68682cc3b8ea_to_Equation2,1,alps4141,alps4141::alps_68682cc3b8ea_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_561772d23ec40805,alps4141::alps_80fe96a730d7_to_Equation2,1,alps4141,alps4141::alps_80fe96a730d7_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_b73cae899b161408,alps4141::alps_e8c2bd7a43b5_to_Equation2,1,alps4141,alps4141::alps_e8c2bd7a43b5_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_50accda0093d08a6,alps4141::alps_4dd33876df60_to_Equation2,1,alps4141,alps4141::alps_4dd33876df60_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_8b0f2f85d4da91d2,alps4141::alps_82a1c8da4888_to_Equation2,1,alps4141,alps4141::alps_82a1c8da4888_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_5dd01dbe25109961,alps4141::alps_10c35e440bdb_to_Equation2,1,alps4141,alps4141::alps_10c35e440bdb_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ecc2eee11d254610,alps4141::alps_e4fdf2ae9e1e_to_Equation2,1,alps4141,alps4141::alps_e4fdf2ae9e1e_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_5de179c406f3a656,alps4141::alps_6a66ebf2a89a_to_Equation2,1,alps4141,alps4141::alps_6a66ebf2a89a_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_c95314c1209e7f0f,alps4141::alps_069708d5496b_to_Equation2,1,alps4141,alps4141::alps_069708d5496b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_668df7140a298805,alps4141::alps_9da9671c7cdf_to_Equation2,1,alps4141,alps4141::alps_9da9671c7cdf_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_94819a2c9a5a870b,alps4141::alps_a31f1d4a07d9_to_Equation2,1,alps4141,alps4141::alps_a31f1d4a07d9_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_08b0c60e2b3bce22,alps4141::alps_87024a107cbf_to_Equation2,1,alps4141,alps4141::alps_87024a107cbf_to_Equation2,memory_limit,resource_exhausted,memory_limit,False,False,False
alpha_53dc85176fdbb086,alps4141::alps_2b2629505916_to_Equation2,1,alps4141,alps4141::alps_2b2629505916_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_ad01fb6aba978a96,alps4141::alps_cff361b1fcb5_to_Equation2,1,alps4141,alps4141::alps_cff361b1fcb5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_5b907c3ce4468478,alps4141::alps_b4432be7118f_to_Equation2,1,alps4141,alps4141::alps_b4432be7118f_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_6be2006217c6a523,alps4141::alps_0c296f924429_to_Equation2,1,alps4141,alps4141::alps_0c296f924429_to_Equation2,resource_exhausted,resource_exhausted,resource_exhausted,False,False,False
alpha_67d167212a410890,alps4141::alps_13198f31bffe_to_Equation2,1,alps4141,alps4141::alps_13198f31bffe_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_26af65ba50c9a472,alps4141::alps_ddb4d873a16b_to_Equation2,1,alps4141,alps4141::alps_ddb4d873a16b_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_867c8aa2877ef2c5,alps4141::alps_c26de2c2cf3c_to_Equation2,1,alps4141,alps4141::alps_c26de2c2cf3c_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
alpha_d4aa1dcbde040df5,alps4141::alps_6dc9a2250ad5_to_Equation2,1,alps4141,alps4141::alps_6dc9a2250ad5_to_Equation2,memory_limit,resource_exhausted,resource_exhausted,False,False,False
